"id","createdAt","updatedAt","label","acrofieldlabel","type","formId","sectionId","excluded","partialLabel","apiName","order","parentId","custom","description","showGroupLabel","uuid","height","page","width","x","y","unifiedFieldId","hidden","toggleDescription"
810251,"2024-01-31 19:46:30.164","2024-05-18 07:16:15.888","Name of the Legal Entity for which the annuity is being purchased or being named as beneficiary","beneficial-certification_legal-entity-name","TextField",1410,2515,FALSE,"beneficial-certification_legal-entity-name","beneficial-certification_legal-entity-name",2,,FALSE,,FALSE,"aa6d5b32-07a6-44f7-8b53-f5c4fe7c526d",15,1,537,37,622,,FALSE,FALSE
810253,"2024-01-31 19:46:30.165","2024-05-18 07:16:15.888","Check here if no individual meets the above definition. This box is only to be checked in no individual controls or owns 25% or more interest in the Legal Entity.","beneficial-certification_no-individual","Checkbox",1410,2515,FALSE,"beneficial-certification_no-individual","beneficial-certification_no-individual",4,,FALSE,,FALSE,"6067ac5d-6e29-4796-a03b-c22f50bd3c64",12,1,12,36,566,,FALSE,FALSE
810254,"2024-01-31 19:46:30.165","2024-05-18 07:16:15.888","Name (Individual Person)","tax-certification_name","TextField",1410,2516,FALSE,"tax-certification_name","tax-certification_name",1,,FALSE,,FALSE,"bf4e83af-74f7-43c1-b6ba-f749cd01fb16",17,1,267,37,193,,FALSE,FALSE
810256,"2024-01-31 19:46:30.165","2024-05-18 07:16:15.888","Title","tax-certification_title","TextField",1410,2516,FALSE,"tax-certification_title","tax-certification_title",2,,FALSE,,FALSE,"7ad2b9bd-1d0b-4269-b1d7-3c35c82d56b1",17,1,267,306,193,,FALSE,FALSE
810258,"2024-01-31 19:46:30.165","2024-05-18 07:16:15.888","Physical Mailing address (PO Box is not allowed)","tax-certification_mailing-address","TextField",1410,2516,FALSE,"tax-certification_mailing-address","tax-certification_mailing-address",3,,FALSE,,FALSE,"dc772d69-3f70-4bf4-bbe7-458dffcf0aa7",25,1,537,37,157,,FALSE,FALSE
810260,"2024-01-31 19:46:30.165","2024-05-18 07:16:15.888","I, (name of signor on behalf of the Legal Entity purchasing the contract), hereby certify, to the best of my knowledge that the information provided above is complete and correct.","tax-certification_signor-name","TextField",1410,2516,FALSE,"tax-certification_signor-name","tax-certification_signor-name",4,,FALSE,,FALSE,"6f170de4-a27e-4605-989d-f66a5944b69a",13,1,309,44,143,,FALSE,FALSE
810262,"2024-01-31 19:46:30.166","2024-05-18 07:16:15.888","Signature","tax-certification_signature","Signature",1410,2516,FALSE,"tax-certification_signature","tax-certification_signature",5,,FALSE,,FALSE,"87c060f2-5aac-475d-8cdd-c7b88cdcf340",18,1,417,44,84,,FALSE,FALSE
810264,"2024-01-31 19:46:30.166","2024-05-18 07:16:15.888","Date","tax-certification_date","SignatureDate",1410,2516,FALSE,"tax-certification_date","tax-certification_date",1,810262,FALSE,,FALSE,"2f4fa486-fc7f-4b78-a7e3-82b2c6edd661",18,1,109,464,83,,FALSE,FALSE
718711,"2023-12-18 18:50:30.778","2025-03-17 08:32:25.62","Please Specify","owner_change__other-field","TextField",1343,3151,FALSE,"owner_change__other-field","owner_change__other-field",9,718756,FALSE,,FALSE,"7066b6b8-732e-4851-9ec2-302bf31189c4",14,0,199,376,473,,FALSE,FALSE
718716,"2023-12-18 18:50:30.778","2025-03-17 08:32:25.62","Individual, Trustee, or Company Name","owner_name","TextField",1343,3151,FALSE,"owner_name","owner_name",1,,FALSE,,FALSE,"e4ba4b54-68b8-40b9-a93d-ae0939d0a732",16,0,534,36,574,5,FALSE,FALSE
718743,"2023-12-18 18:50:31.251","2025-03-17 08:32:25.62","Change address for","owner_change-address-for--group","RadioGroup",1343,3151,FALSE,"owner_change-address-for--group","owner_change-address-for--group",9,757682,FALSE,,FALSE,"ab2970df-7d83-4d96-8624-431666ab294b",9,0,10,132,475,,FALSE,FALSE
718744,"2023-12-18 18:50:31.251","2025-03-17 08:32:25.62","If Trust, list Trust Name and Trust Date","owner_trust","TextField",1343,3151,FALSE,"owner_trust","owner_trust",2,,FALSE,,FALSE,"084018a6-9d1a-4564-8b4c-d5787baf6aa4",16,0,535,36,546,11,FALSE,FALSE
718745,"2023-12-18 18:50:31.251","2025-03-17 08:32:25.62","Contract Number(s)","owner_contract-number","TextField",1343,3151,FALSE,"owner_contract-number","owner_contract-number",3,,FALSE,,FALSE,"7aefa638-ffab-4b06-9f00-eced90ef0eca",15,0,364,36,518,8,FALSE,FALSE
718746,"2023-12-18 18:50:31.251","2025-03-17 08:32:25.62","Email Address","owner_email","TextField",1343,3151,FALSE,"owner_email","owner_email",4,,FALSE,,FALSE,"0af39720-0a49-4851-9d98-44885c230992",15,0,166,405,518,10,FALSE,FALSE
718747,"2023-12-18 18:50:31.251","2025-03-17 08:32:25.62","Date of Birth ","owner_DOB","TextField",1343,3151,FALSE,"owner_DOB","owner_dob",6,,FALSE,,FALSE,"c20a4a48-2cf2-4958-92ee-e9ba89d1eca2",17,0,138,226,488,7,FALSE,FALSE
718748,"2023-12-18 18:50:31.251","2025-03-17 08:32:25.62","Social Security Number (last four digits)","owner_SSN","TextField",1343,3151,FALSE,"owner_SSN","owner_ssn",5,,FALSE,,FALSE,"e6772cc0-3ba7-4ed1-8e03-17a30e8ddc61",17,0,88,100,489,6,FALSE,FALSE
718749,"2023-12-18 18:50:31.251","2025-03-17 08:32:25.62","Personal Phone","owner_phone","TextField",1343,3151,FALSE,"owner_phone","owner_phone",7,,FALSE,,FALSE,"0142f4f1-8022-4e7c-95ab-5bcc390db20e",17,0,129,407,488,9,FALSE,FALSE
718751,"2023-12-18 18:50:32.631","2023-12-18 18:50:32.631","Insured/Annuitant","owner_change__insured","RadioButton",1343,3151,FALSE,"owner_change__insured","owner_change__insured",1,718743,FALSE,,FALSE,"583be490-560a-410c-b477-eb0d1fb1a397",,,,,,,FALSE,FALSE
718753,"2023-12-18 18:50:32.631","2023-12-18 18:50:32.631","Owner","owner_change__owner","RadioButton",1343,3151,FALSE,"owner_change__owner","owner_change__owner",2,718743,FALSE,,FALSE,"6f845a3e-8f55-4c2c-9541-642ac33d4aec",,,,,,,FALSE,FALSE
718755,"2023-12-18 18:50:32.631","2023-12-18 18:50:32.631","Payor","owner_change__payor","RadioButton",1343,3151,FALSE,"owner_change__payor","owner_change__payor",3,718743,FALSE,,FALSE,"bb40e009-b3c8-4047-899a-86e80eef3bea",,,,,,,FALSE,FALSE
718756,"2023-12-18 18:50:32.631","2023-12-18 18:50:32.631","Other","owner_change__other","RadioButton",1343,3151,FALSE,"owner_change__other","owner_change__other",4,718743,FALSE,,FALSE,"dd364907-e77f-470b-9885-f7f912c18eaf",,,,,,,FALSE,FALSE
757682,"2024-01-02 20:37:42.052","2025-03-17 08:32:25.62","Change Address For","owner_change-address-for--group","Group",1343,3151,FALSE,"owner_change-address-for--group","owner_change-address-for--group",8,,TRUE,"<strong>NOTE: We are required to send written confirmation of this change to BOTH your previous address and your new address.</strong>",FALSE,"82248d89-62ce-460f-b6de-f8ccfda0eb25",9,0,10,132,475,,FALSE,FALSE
718712,"2023-12-18 18:50:31.249","2025-03-17 08:32:25.62","Current Street Addresss (REQUIRED if mailing address is a PO Box)","previous_street-address","TextField",1343,3152,FALSE,"previous_street-address","previous_street-address",6,,FALSE,,FALSE,"a5e0d734-feef-4bee-a089-ae83b4698a6d",15,0,278,35,378,,FALSE,FALSE
718713,"2023-12-18 18:50:31.032","2025-03-17 08:32:25.62","Current Mailing Address","previous_mailing-address","TextField",1343,3152,FALSE,"previous_mailing-address","previous_mailing-address",1,,FALSE,,FALSE,"19407129-e09c-4d5c-b0d6-e0f59325df7e",15,0,279,35,407,,FALSE,FALSE
718714,"2023-12-18 18:50:30.779","2025-03-17 08:32:25.62","ZIP","previous_ZIP-1","TextField",1343,3152,FALSE,"previous_ZIP-1","previous_zip-1",4,,FALSE,,FALSE,"1f256def-881d-4587-88d5-28542b5b8728",15,0,49,471,406,,FALSE,FALSE
718715,"2023-12-18 18:50:31.065","2025-03-17 08:32:25.62","Country","previous_country-1","TextField",1343,3152,FALSE,"previous_country-1","previous_country-1",5,,FALSE,,FALSE,"2153aa5c-7810-4796-ba6b-82e354cd0722",16,0,50,523,406,,FALSE,FALSE
718717,"2023-12-18 18:50:31.249","2025-03-17 08:32:25.62","City","previous_city-1","TextField",1343,3152,FALSE,"previous_city-1","previous_city-1",2,,FALSE,,FALSE,"40d49399-4d9c-4a65-8ac2-6d340c61cd47",15,0,98,314,407,,FALSE,FALSE
718718,"2023-12-18 18:50:31.249","2025-03-17 08:32:25.62","City","previous_city-2","TextField",1343,3152,FALSE,"previous_city-2","previous_city-2",7,,FALSE,,FALSE,"0d612baa-a4af-4e31-8552-9a5a78146c32",15,0,98,314,378,,FALSE,FALSE
718719,"2023-12-18 18:50:31.249","2025-03-17 08:32:25.62","State","previous_state-1","TextField",1343,3152,FALSE,"previous_state-1","previous_state-1",3,,FALSE,,FALSE,"e82de4a9-8cf2-4b2c-967e-67fb8eae0778",15,0,56,413,406,,FALSE,FALSE
718720,"2023-12-18 18:50:31.249","2025-03-17 08:32:25.62","ZIP","previous_ZIP-2","TextField",1343,3152,FALSE,"previous_ZIP-2","previous_zip-2",9,,FALSE,,FALSE,"3356db8f-181c-4e86-8913-9a597187ac17",15,0,48,470,378,,FALSE,FALSE
718721,"2023-12-18 18:50:31.249","2025-03-17 08:32:25.62","Country","previous_country-2","TextField",1343,3152,FALSE,"previous_country-2","previous_country-2",10,,FALSE,,FALSE,"cb1e80d5-04be-4b7d-9d1d-fddf8113dfbb",16,0,50,523,378,,FALSE,FALSE
718723,"2023-12-18 18:50:31.249","2025-03-17 08:32:25.62","State","previous_state-2","TextField",1343,3152,FALSE,"previous_state-2","previous_state-2",8,,FALSE,,FALSE,"855fcf7e-0cf3-45e7-936f-05ee3c82ae4b",15,0,55,413,378,,FALSE,FALSE
718725,"2023-12-18 18:50:31.249","2025-03-17 08:32:25.62","New Mailing Address","new_mailing-address","TextField",1343,3153,FALSE,"new_mailing-address","new_mailing-address",1,,FALSE,,FALSE,"b409771d-fa1f-4ac3-95f1-c6a16f40a424",15,0,278,35,323,,FALSE,FALSE
718727,"2023-12-18 18:50:31.25","2025-03-17 08:32:25.62","City","new_city-1","TextField",1343,3153,FALSE,"new_city-1","new_city-1",2,,FALSE,,FALSE,"332c0726-b600-4d2f-9889-fed38440c720",15,0,101,314,323,,FALSE,FALSE
718729,"2023-12-18 18:50:31.25","2025-03-17 08:32:25.62","State","new_state-1","TextField",1343,3153,FALSE,"new_state-1","new_state-1",3,,FALSE,,FALSE,"0076572d-f041-484a-b7de-7688ae34add4",15,0,54,415,323,,FALSE,FALSE
718732,"2023-12-18 18:50:31.25","2025-03-17 08:32:25.62","ZIP","new_ZIP-1","TextField",1343,3153,FALSE,"new_ZIP-1","new_zip-1",4,,FALSE,,FALSE,"c642c7fa-bc08-44ac-a5fe-38c35a968aa5",15,0,47,472,323,,FALSE,FALSE
718733,"2023-12-18 18:50:31.25","2025-03-17 08:32:25.62","Country","new_country-1","TextField",1343,3153,FALSE,"new_country-1","new_country-1",5,,FALSE,,FALSE,"ff88ea2d-ad7c-4147-91e7-273d47923154",16,0,50,523,323,,FALSE,FALSE
718736,"2023-12-18 18:50:31.25","2025-03-17 08:32:25.62","New Street Address (REQUIRED if mailing address is a PO Box)","new_street-address","TextField",1343,3153,FALSE,"new_street-address","new_street-address",6,,FALSE,,FALSE,"5b9ab39d-846c-4384-b11c-11e3f88b88f1",15,0,279,35,295,,FALSE,FALSE
718737,"2023-12-18 18:50:31.25","2025-03-17 08:32:25.62","City","new_city-2","TextField",1343,3153,FALSE,"new_city-2","new_city-2",7,,FALSE,,FALSE,"bc23f5f9-0eba-4b88-909d-66c53070f380",16,0,100,314,295,,FALSE,FALSE
718739,"2023-12-18 18:50:31.25","2025-03-17 08:32:25.62","State","new_state-2","TextField",1343,3153,FALSE,"new_state-2","new_state-2",8,,FALSE,,FALSE,"36dba17e-2fb8-44e9-a4a1-929e7410981b",15,0,53,416,295,,FALSE,FALSE
718740,"2023-12-18 18:50:31.251","2025-03-17 08:32:25.62","ZIP","new_ZIP-2","TextField",1343,3153,FALSE,"new_ZIP-2","new_zip-2",9,,FALSE,,FALSE,"8ac12c29-c4a9-4e63-8195-f7f086f2b56d",15,0,47,472,295,,FALSE,FALSE
718741,"2023-12-18 18:50:31.251","2025-03-17 08:32:25.62","Country","new_country-2","TextField",1343,3153,FALSE,"new_country-2","new_country-2",10,,FALSE,,FALSE,"fe1dc2f0-a9ba-47cd-b118-a42a21df78b3",16,0,50,523,295,,FALSE,FALSE
1167474,"2024-07-02 18:58:41.704","2025-04-29 16:49:24.412","As a SPOUSE of the deceased you have the following two elections available, please choose one","spousal-election--group","RadioGroup",9978,7071,FALSE,"spousal-election--group","spousal-election--group",1,,FALSE,,TRUE,"d5f178bc-6158-47f9-8b13-6bf49eba4d66",8,0,8,47,232,,FALSE,FALSE
1167577,"2024-07-02 18:58:45.754","2024-07-02 18:58:45.754","I elect to re-register the annuity contract and become the contract owner","spousal-election_option-1","RadioButton",9978,7071,FALSE,"spousal-election_option-1","spousal-election_option-1",1,1167474,FALSE,"<p class=""ql-align-justify""><strong>Required actions:</strong> Name beneficiaries (in Section 7) and sign (in Section 9 (NY Residents Only) and Section 11)&nbsp;</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify"">The Annuity Commencement Date (ACD) is the date when annuity payments will begin. When you become the new owner, the date will be changed according to the terms of the contract. If your annuity contract allows, you can change the ACD before payouts begin. We’ll let you know if any action is required.&nbsp;</p><p><br></p>",FALSE,"e500f87e-6fa4-4d18-bcc1-8202594f0281",,,,,,,FALSE,FALSE
1167578,"2024-07-02 18:58:45.754","2024-07-02 18:58:45.754","I elect to be treated as a beneficiary and will choose a distribution (claim) option","spousal-election_option-2","RadioButton",9978,7071,FALSE,"spousal-election_option-2","spousal-election_option-2",2,1167474,FALSE,"<p class=""ql-align-justify""><strong>Required actions:</strong> Choose a distribution option (in Section 4)&nbsp;</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify"">The Internal Revenue Service requires you to make an election by a certain date. If this is a Non-Qualified annuity, this election is only available for 1 year from the date of death. If this is a Qualified annuity, this election is available until 12/31 of the year following the owner’s date of death. If we receive your claim form after the allowable date, we will default to Option 1.&nbsp;</p><p><br></p>",FALSE,"0ae2ea58-0252-4675-a819-256a0d75e654",,,,,,,FALSE,FALSE
1167475,"2024-07-02 18:58:41.704","2025-04-29 16:49:24.412","distribution-option--group","distribution-option--group","RadioGroup",9978,7073,FALSE,"distribution-option--group","distribution-option--group",1,,FALSE,,FALSE,"67264540-a9fa-4bd5-8e62-9a9db02b40d2",8,1,8,35,697,,FALSE,FALSE
1167476,"2024-07-02 18:58:41.704","2025-04-29 16:49:24.412","distribution-option_option-3--group","distribution-option_option-3--group","RadioGroup",9978,7073,FALSE,"distribution-option_option-3--group","distribution-option_option-3--group",1,1167579,FALSE,,FALSE,"01aa6089-e994-471f-a557-ace82f11284e",8,1,8,65,596,,FALSE,FALSE
1167477,"2024-07-02 18:58:41.704","2025-04-29 16:49:24.412","I authorize a one-time distribution equal to the decedent's RMD amount","distribution-option_option-3__authorized","Checkbox",9978,7073,FALSE,"distribution-option_option-3__authorized","distribution-option_option-3__authorized",4,1167476,FALSE,"<p class=""ql-align-justify"">The distribution will occur immediately and will be tax reportable to the Beneficial Owner. If you are the sole beneficiary, we will disburse the full RMD amount. If there are multiple beneficiaries, we’ll disburse your portion of the RMD amount.&nbsp;</p><p class=""ql-align-justify""><br></p><p class=""ql-align-justify""><strong>Required actions: </strong>Choose payment method, only if authorizing a one-time distribution (in Section 5), enter tax withholdings, only if authorizing a one-time distribution (in Section 6), Name beneficiaries (in Section 7) and sign (in Section 9 (NY Residents Only) and Section 11)&nbsp;</p>",FALSE,"68082c19-62aa-4184-8d64-102014aabfd1",8,1,8,77,380,,FALSE,FALSE
